Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,Power Ranking
1791,586,Sawsbuck,Season Pokémon,Autumn,956.0,NULL,1.9,92.5,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,50.0,50.0,50,80,100,70,60,70,95,475,75,Medium Fast,1000000,Field,NULL,20,1788.0,Level 34,E
1792,586,Sawsbuck,Season Pokémon,Winter,956.0,NULL,1.9,92.5,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,50.0,50.0,50,80,100,70,60,70,95,475,75,Medium Fast,1000000,Field,NULL,20,1789.0,Level 34,E
957,587,Emolga,Sky Squirrel Pokémon,NULL,NULL,NULL,0.4,5.0,Electric,Flying,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",NULL,NULL,Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,50.0,50.0,50,55,75,60,75,60,103,428,200,Medium Fast,1000000,Field,NULL,20,NULL,NULL,E
958,588,Karrablast,Clamping Pokémon,NULL,NULL,NULL,0.5,5.9,Bug,NULL,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,50.0,50.0,50,50,75,45,40,45,60,315,200,Medium Fast,1000000,Bug,NULL,15,NULL,NULL,F
959,589,Escavalier,Cavalry Pokémon,NULL,NULL,NULL,1.0,33.0,Bug,Steel,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",50.0,50.0,50,70,135,105,60,105,20,495,75,Medium Fast,1000000,Bug,NULL,15,958.0,With Shelmet,E
961,590,Foongus,Mushroom Pokémon,NULL,NULL,NULL,0.2,1.0,Grass,Poison,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",NULL,NULL,Regenerator,Restores a little HP when withdrawn from battle.,50.0,50.0,50,69,55,45,55,55,15,294,190,Medium Fast,1000000,Grass,NULL,20,NULL,NULL,G
962,591,Amoonguss,Mushroom Pokémon,NULL,NULL,NULL,0.6,10.5,Grass,Poison,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",NULL,NULL,Regenerator,Restores a little HP when withdrawn from battle.,50.0,50.0,50,114,85,70,85,80,30,464,75,Medium Fast,1000000,Grass,NULL,20,961.0,Level 39,A
963,592,Frillish,Floating Pokémon,NULL,NULL,NULL,1.2,33.0,Water,Ghost,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Cursed Body,May disable a move used on the Pokémon.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",50.0,50.0,50,55,40,50,65,85,40,335,190,Medium Fast,1000000,Amorphous,NULL,20,NULL,NULL,F
964,593,Jellicent,Floating Pokémon,NULL,NULL,NULL,2.2,135.0,Water,Ghost,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Cursed Body,May disable a move used on the Pokémon.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",50.0,50.0,50,100,60,70,85,105,60,480,60,Medium Fast,1000000,Amorphous,NULL,20,963.0,Level 40,E
965,594,Alomomola,Caring Pokémon,NULL,NULL,NULL,1.2,31.6,Water,NULL,Healer,Sometimes heals an ally's status condition.,Hydration,Heals status conditions if it's raining.,Regenerator,Restores a little HP when withdrawn from battle.,50.0,50.0,50,165,75,80,40,45,65,470,75,Fast,800000,Water 1,Water 2,40,NULL,NULL,A
966,595,Joltik,Attaching Pokémon,NULL,NULL,NULL,0.1,0.6,Bug,Electric,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,50,50,47,50,57,50,65,319,190,Medium Fast,1000000,Bug,NULL,20,NULL,NULL,F
967,596,Galvantula,EleSpider Pokémon,NULL,NULL,NULL,0.8,14.3,Bug,Electric,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,50,70,77,60,97,60,108,472,75,Medium Fast,1000000,Bug,NULL,20,966.0,Level 36,E
968,597,Ferroseed,Thorn Seed Pokémon,NULL,NULL,NULL,0.6,18.8,Grass,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,NULL,NULL,NULL,NULL,50.0,50.0,50,44,50,91,24,86,10,305,255,Medium Fast,1000000,Grass,Mineral,20,NULL,NULL,F
969,598,Ferrothorn,Thorn Pod Pokémon,NULL,NULL,NULL,1.0,110.0,Grass,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,NULL,NULL,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,50.0,50.0,50,74,94,131,54,116,20,489,90,Medium Fast,1000000,Grass,Mineral,20,968.0,Level 40,A
970,599,Klink,Gear Pokémon,NULL,NULL,NULL,0.3,21.0,Steel,NULL,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,0.0,0.0,50,40,55,70,45,60,30,300,130,Medium Slow,1059860,Mineral,NULL,20,NULL,NULL,G
972,600,Klang,Gear Pokémon,NULL,NULL,NULL,0.6,51.0,Steel,NULL,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,0.0,0.0,50,60,80,95,70,85,50,440,60,Medium Slow,1059860,Mineral,NULL,20,970.0,Level 38,E
973,601,Klinklang,Gear Pokémon,NULL,NULL,NULL,0.6,81.0,Steel,NULL,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,0.0,0.0,50,60,100,115,70,85,90,520,30,Medium Slow,1059860,Mineral,NULL,20,972.0,Level 49,D
974,602,Tynamo,EleFish Pokémon,NULL,NULL,NULL,0.2,0.3,Electric,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,50.0,50.0,50,35,55,40,45,40,60,275,190,Slow,1250000,Amorphous,NULL,20,NULL,NULL,G
975,603,Eelektrik,EleFish Pokémon,NULL,NULL,NULL,1.2,22.0,Electric,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,50.0,50.0,50,65,85,70,75,70,40,405,60,Slow,1250000,Amorphous,NULL,20,974.0,Level 39,F
976,604,Eelektross,EleFish Pokémon,NULL,NULL,NULL,2.1,80.5,Electric,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,50.0,50.0,50,85,115,80,105,80,50,515,30,Slow,1250000,Amorphous,NULL,20,975.0,Thunder Stone,C
977,605,Elgyem,Cerebral Pokémon,NULL,NULL,NULL,0.5,9.0,Psychic,NULL,Telepathy,Anticipates an ally's attack and dodges it.,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Analytic,Boosts move power when the Pokémon moves last.,50.0,50.0,50,55,55,55,85,55,30,335,255,Medium Fast,1000000,Human-Like,NULL,20,NULL,NULL,F
978,606,Beheeyem,Cerebral Pokémon,NULL,NULL,NULL,1.0,34.5,Psychic,NULL,Telepathy,Anticipates an ally's attack and dodges it.,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Analytic,Boosts move power when the Pokémon moves last.,50.0,50.0,50,75,75,75,125,95,40,485,90,Medium Fast,1000000,Human-Like,NULL,20,977.0,Level 42,E
979,607,Litwick,Candle Pokémon,NULL,NULL,NULL,0.3,3.1,Ghost,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",50.0,50.0,50,50,30,55,65,55,20,275,190,Medium Slow,1059860,Amorphous,NULL,20,NULL,NULL,G
980,608,Lampent,Lamp Pokémon,NULL,NULL,NULL,0.6,13.0,Ghost,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",50.0,50.0,50,60,40,60,95,60,55,370,90,Medium Slow,1059860,Amorphous,NULL,20,979.0,Level 41,F
981,609,Chandelure,Luring Pokémon,NULL,NULL,NULL,1.0,34.3,Ghost,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",50.0,50.0,50,60,55,90,145,90,80,520,45,Medium Slow,1059860,Amorphous,NULL,20,980.0,Dusk Stone,B
983,610,Axew,Tusk Pokémon,NULL,NULL,NULL,0.6,18.0,Dragon,NULL,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,50.0,50.0,35,46,87,60,30,40,57,320,75,Slow,1250000,Monster,Dragon,40,NULL,NULL,F
984,611,Fraxure,Axe Jaw Pokémon,NULL,NULL,NULL,1.0,36.0,Dragon,NULL,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,50.0,50.0,35,66,117,70,40,50,67,410,60,Slow,1250000,Monster,Dragon,40,983.0,Level 38,F
985,612,Haxorus,Axe Jaw Pokémon,NULL,NULL,NULL,1.8,105.5,Dragon,NULL,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,50.0,50.0,35,76,147,90,60,70,97,540,45,Slow,1250000,Monster,Dragon,40,984.0,Level 48,C
986,613,Cubchoo,Chill Pokémon,NULL,NULL,NULL,0.5,8.5,Ice,NULL,Snow Cloak,Boosts evasiveness in a hailstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",50.0,50.0,50,55,70,40,60,40,40,305,120,Medium Fast,1000000,Field,NULL,20,NULL,NULL,F
987,614,Beartic,Freezing Pokémon,NULL,NULL,NULL,2.6,260.0,Ice,NULL,Snow Cloak,Boosts evasiveness in a hailstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,50,95,130,80,70,80,50,505,60,Medium Fast,1000000,Field,NULL,20,986.0,Level 37,D
988,615,Cryogonal,Crystallizing Pokémon,NULL,NULL,NULL,1.1,148.0,Ice,NULL,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,0.0,0.0,50,80,50,50,95,135,105,515,25,Medium Fast,1000000,Mineral,NULL,25,NULL,NULL,D
989,616,Shelmet,Snail Pokémon,NULL,NULL,NULL,0.4,7.7,Bug,NULL,Hydration,Heals status conditions if it's raining.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",50.0,50.0,50,50,40,85,40,65,25,305,200,Medium Fast,1000000,Bug,NULL,15,NULL,NULL,F
990,617,Accelgor,Shell Out Pokémon,NULL,NULL,NULL,0.8,25.3,Bug,NULL,Hydration,Heals status conditions if it's raining.,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,50.0,50.0,50,80,70,40,100,60,145,495,75,Medium Fast,1000000,Bug,NULL,15,989.0,With Karrablast,E
991,618,Stunfisk,Trap Pokémon,NULL,NULL,NULL,0.7,11.0,Ground,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Limber,Its limber body protects the Pokémon from paralysis.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,50.0,50.0,70,109,66,84,81,99,32,471,75,Medium Fast,1000000,Water 1,Amorphous,20,NULL,NULL,E
1553,618,Stunfisk,Trap Pokémon,Galar,991.0,NULL,0.7,20.5,Ground,Steel,Mimicry,Changes the Pokémon's type depending on the terrain.,NULL,NULL,NULL,NULL,50.0,50.0,50,109,81,99,66,84,32,471,75,Medium Fast,1000000,Water 1,Amorphous,20,NULL,NULL,E
992,619,Mienfoo,Martial Arts Pokémon,NULL,NULL,NULL,0.9,20.0,Fighting,NULL,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,50.0,50.0,50,45,85,50,55,50,65,350,180,Medium Slow,1059860,Field,Human-Like,25,NULL,NULL,F
994,620,Mienshao,Martial Arts Pokémon,NULL,NULL,NULL,1.4,35.5,Fighting,NULL,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,50.0,50.0,50,65,125,60,95,60,105,510,45,Medium Slow,1059860,Field,Human-Like,25,992.0,Level 50,C
995,621,Druddigon,Cave Pokémon,NULL,NULL,NULL,1.6,139.0,Dragon,NULL,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,50.0,50.0,50,77,120,90,60,90,48,485,45,Medium Fast,1000000,Dragon,Monster,30,NULL,NULL,E
996,622,Golett,Automaton Pokémon,NULL,NULL,NULL,1.0,92.0,Ground,Ghost,Iron Fist,Powers up punching moves.,Klutz,The Pokémon can't use any held items.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,0.0,0.0,50,59,74,50,35,50,35,303,190,Medium Fast,1000000,Mineral,NULL,25,NULL,NULL,F
997,623,Golurk,Automaton Pokémon,NULL,NULL,NULL,2.8,330.0,Ground,Ghost,Iron Fist,Powers up punching moves.,Klutz,The Pokémon can't use any held items.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,0.0,0.0,50,89,124,80,55,80,55,483,90,Medium Fast,1000000,Mineral,NULL,25,996.0,Level 43,D
998,624,Pawniard,Sharp Blade Pokémon,NULL,NULL,NULL,0.5,10.2,Dark,Steel,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",50.0,50.0,35,45,85,70,40,40,60,340,120,Medium Fast,1000000,Human-Like,NULL,20,NULL,NULL,F
999,625,Bisharp,Sword Blade Pokémon,NULL,NULL,NULL,1.6,70.0,Dark,Steel,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",50.0,50.0,35,65,125,100,60,70,70,490,45,Medium Fast,1000000,Human-Like,NULL,20,998.0,Level 52,D
1000,626,Bouffalant,Bash Buffalo Pokémon,NULL,NULL,NULL,1.6,94.5,Normal,NULL,Reckless,Powers up moves that have recoil damage.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,50.0,50.0,50,95,110,95,40,95,55,490,45,Medium Fast,1000000,Field,NULL,20,NULL,NULL,E
1001,627,Rufflet,Eaglet Pokémon,NULL,NULL,NULL,0.5,10.5,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Hustle,"Boosts the Attack stat, but lowers accuracy.",100.0,0.0,50,70,83,50,37,50,60,350,190,Slow,1250000,Flying,NULL,20,NULL,NULL,F
1002,628,Braviary,Valiant Pokémon,NULL,NULL,NULL,1.5,41.0,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,100.0,0.0,50,100,123,75,57,75,80,510,60,Slow,1250000,Flying,NULL,20,1001.0,Level 54,D
1614,628,Braviary,Battle Cry Pokémon,Hisui,1002.0,NULL,1.7,43.4,Psychic,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",100.0,0.0,50,110,83,70,112,70,65,510,135,Slow,1250000,Flying,NULL,20,1001.0,Level 54 in Hisui,C
1003,629,Vullaby,Diapered Pokémon,NULL,NULL,NULL,0.5,9.0,Dark,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,0.0,100.0,35,70,55,75,45,65,60,370,190,Slow,1250000,Flying,NULL,20,NULL,NULL,F
1005,630,Mandibuzz,Bone Vulture Pokémon,NULL,NULL,NULL,1.2,39.5,Dark,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,0.0,100.0,35,110,65,105,55,95,80,510,60,Slow,1250000,Flying,NULL,20,1003.0,Level 54,C
1006,631,Heatmor,Anteater Pokémon,NULL,NULL,NULL,1.4,58.0,Fire,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",50.0,50.0,50,85,97,66,105,66,65,484,90,Medium Fast,1000000,Field,NULL,20,NULL,NULL,E
1007,632,Durant,Iron Ant Pokémon,NULL,NULL,NULL,0.3,33.0,Bug,Steel,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Truant,The Pokémon can't use a move if it had used a move on the previous turn.,50.0,50.0,50,58,109,112,48,48,109,484,90,Medium Fast,1000000,Bug,NULL,20,NULL,NULL,E
1008,633,Deino,Irate Pokémon,NULL,NULL,NULL,0.8,17.3,Dark,Dragon,Hustle,"Boosts the Attack stat, but lowers accuracy.",NULL,NULL,NULL,NULL,50.0,50.0,35,52,65,50,45,50,38,300,45,Slow,1250000,Dragon,NULL,40,NULL,NULL,G
1009,634,Zweilous,Hostile Pokémon,NULL,NULL,NULL,1.4,50.0,Dark,Dragon,Hustle,"Boosts the Attack stat, but lowers accuracy.",NULL,NULL,NULL,NULL,50.0,50.0,35,72,85,70,65,70,58,420,45,Slow,1250000,Dragon,NULL,40,1008.0,Level 50,F
1010,635,Hydreigon,Brutal Pokémon,NULL,NULL,NULL,1.8,160.0,Dark,Dragon,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,50.0,50.0,35,92,105,90,125,90,98,600,45,Slow,1250000,Dragon,NULL,40,1009.0,Level 64,C
1011,636,Larvesta,Torch Pokémon,NULL,NULL,NULL,1.1,28.8,Bug,Fire,Flame Body,Contact with the Pokémon may burn the attacker.,NULL,NULL,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,50,55,85,55,50,55,60,360,45,Slow,1250000,Bug,NULL,40,NULL,NULL,F
1012,637,Volcarona,Sun Pokémon,NULL,NULL,NULL,1.6,46.0,Bug,Fire,Flame Body,Contact with the Pokémon may burn the attacker.,NULL,NULL,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,50,85,60,65,135,105,100,550,15,Slow,1250000,Bug,NULL,40,1011.0,Level 59,A
1013,638,Cobalion,Iron Will Pokémon,NULL,NULL,Sub-Legendary,2.1,250.0,Steel,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NULL,NULL,NULL,NULL,0.0,0.0,35,91,90,129,90,72,108,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
1014,639,Terrakion,Cavern Pokémon,NULL,NULL,Sub-Legendary,1.9,260.0,Rock,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NULL,NULL,NULL,NULL,0.0,0.0,35,91,129,90,72,90,108,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
1016,640,Virizion,Grassland Pokémon,NULL,NULL,Sub-Legendary,2.0,200.0,Grass,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NULL,NULL,NULL,NULL,0.0,0.0,35,91,90,72,90,129,108,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
1017,641,Tornadus,Cyclone Pokémon,NULL,NULL,Sub-Legendary,1.5,63.0,Flying,NULL,Prankster,Gives priority to a status move.,NULL,NULL,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,100.0,0.0,90,79,115,70,125,80,111,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1415,641,Tornadus,Cyclone Pokémon,Therian,1017.0,Sub-Legendary,1.5,63.0,Flying,NULL,Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,NULL,NULL,100.0,0.0,90,79,100,80,110,90,121,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1018,642,Thundurus,Bolt Strike Pokémon,NULL,NULL,Sub-Legendary,1.5,61.0,Electric,Flying,Prankster,Gives priority to a status move.,NULL,NULL,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,100.0,0.0,90,79,115,70,125,80,111,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1416,642,Thundurus,Bolt Strike Pokémon,Therian,1018.0,Sub-Legendary,3.0,61.0,Electric,Flying,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,NULL,NULL,NULL,NULL,100.0,0.0,90,79,105,70,145,80,101,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1019,643,Reshiram,Vast White Pokémon,NULL,NULL,Legendary,3.2,330.0,Dragon,Fire,Turboblaze,Moves can be used on the target regardless of its Abilities.,NULL,NULL,NULL,NULL,0.0,0.0,0,100,120,100,150,120,90,680,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1020,644,Zekrom,Deep Black Pokémon,NULL,NULL,Legendary,2.9,345.0,Dragon,Electric,Teravolt,Moves can be used on the target regardless of its Abilities.,NULL,NULL,NULL,NULL,0.0,0.0,0,100,150,120,120,100,90,680,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1021,645,Landorus,Abundance Pokémon,NULL,NULL,Sub-Legendary,1.5,68.0,Ground,Flying,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NULL,NULL,Sheer Force,Removes additional effects to increase the power of moves when attacking.,100.0,0.0,90,89,125,90,115,80,101,600,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1417,645,Landorus,Abundance Pokémon,Therian,1021.0,Sub-Legendary,1.3,68.0,Ground,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NULL,NULL,NULL,NULL,100.0,0.0,90,89,145,90,105,80,91,600,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1022,646,Kyurem,Boundary Pokémon,NULL,NULL,Legendary,3.0,325.0,Dragon,Ice,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NULL,NULL,NULL,NULL,0.0,0.0,0,125,130,90,130,90,95,660,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
1421,646,Kyurem,Boundary Pokémon,White,1022.0,Legendary,3.6,325.0,Dragon,Ice,Turboblaze,Moves can be used on the target regardless of its Abilities.,NULL,NULL,NULL,NULL,0.0,0.0,0,125,120,90,170,100,95,700,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
1423,646,Kyurem,Boundary Pokémon,Black,1022.0,Legendary,3.3,325.0,Dragon,Ice,Teravolt,Moves can be used on the target regardless of its Abilities.,NULL,NULL,NULL,NULL,0.0,0.0,0,125,170,100,120,90,95,700,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
1023,647,Keldeo,Colt Pokémon,NULL,NULL,Mythical,1.4,48.5,Water,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NULL,NULL,NULL,NULL,0.0,0.0,35,91,72,90,129,90,108,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
1786,647,Keldeo,Colt Pokémon,Resolute,1023.0,Mythical,1.4,48.5,Water,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NULL,NULL,NULL,NULL,0.0,0.0,35,91,72,90,129,90,108,580,3,Slow,1250000,No Eggs Discovered,NULL,80,NULL,NULL,B
1024,648,Meloetta,Melody Pokémon,NULL,NULL,Mythical,0.6,6.5,Normal,Psychic,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,NULL,NULL,NULL,NULL,0.0,0.0,100,100,77,77,128,128,90,600,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
1570,648,Meloetta,Melody Pokémon,Pirouette,1024.0,Mythical,0.6,6.5,Normal,Fighting,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,NULL,NULL,NULL,NULL,0.0,0.0,100,100,128,90,77,77,128,600,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
